time,x,y,z,temp,hr,ss
22603.984375,-25.0,-27.0,54.0,35.43,59.07,W
22604.984375,-24.0,-28.0,54.0,35.43,59.1,W
22605.984375,-25.0,-27.0,53.0,35.43,59.08,W
22606.984375,-24.0,-27.0,53.0,35.43,59.2,W
22607.984375,-25.0,-27.0,53.0,35.43,59.3,W
22608.984375,-24.0,-28.0,53.0,35.43,59.15,W
22609.984375,-25.0,-28.0,53.0,35.41,59.0,W
22610.984375,-24.0,-27.0,53.0,35.43,58.87,W
22611.984375,-24.0,-27.0,53.0,35.41,58.82,W
22612.984375,-24.0,-28.0,53.0,35.43,58.72,W
22613.984375,-24.0,-27.0,54.0,35.43,58.62,W
22614.984375,-25.0,-27.0,53.0,35.43,58.48,W
22615.984375,-24.0,-28.0,53.0,35.43,58.37,W
22616.984375,-24.0,-28.0,53.0,35.41,58.27,W
22617.984375,-24.0,-28.0,53.0,35.43,58.17,W
22618.984375,-24.0,-28.0,54.0,35.43,58.12,W
22619.984375,-24.0,-27.0,53.0,35.41,58.07,W
22620.984375,-25.0,-27.0,54.0,35.41,58.03,W
22621.984375,-24.0,-28.0,53.0,35.43,58.0,W
22622.984375,-25.0,-27.0,53.0,35.41,57.92,W
22623.984375,-24.0,-28.0,53.0,35.43,57.82,W
22624.984375,-25.0,-26.0,53.0,35.41,57.73,W
22625.984375,38.0,-60.0,34.0,35.41,57.63,W
22626.984375,55.0,-41.0,50.0,35.41,57.52,W
22627.984375,-5.0,-54.0,30.0,35.43,57.73,W
22628.984375,-2.0,-32.0,57.0,35.41,57.9,W
22629.984375,21.0,-49.0,40.0,35.43,58.25,W
22630.984375,22.0,-41.0,58.0,35.43,58.73,W
22631.984375,29.0,-47.0,42.0,35.43,59.22,W
22632.984375,17.0,-46.0,41.0,35.41,59.67,W
22633.984375,21.0,-46.0,40.0,35.45,60.12,W
22634.984375,20.0,-47.0,41.0,35.43,60.55,W
22635.984375,18.0,-46.0,40.0,35.43,60.97,W
22636.984375,18.0,-46.0,41.0,35.43,61.35,W
22637.984375,20.0,-46.0,40.0,35.39,61.73,W
22638.984375,21.0,-46.0,41.0,35.39,62.12,W
22639.984375,19.0,-46.0,41.0,35.43,62.43,W
22640.984375,17.0,-47.0,41.0,35.41,62.77,W
22641.984375,17.0,-46.0,41.0,35.41,63.1,W
22642.984375,19.0,-46.0,42.0,35.41,63.4,W
22643.984375,21.0,-46.0,41.0,35.41,63.68,W
22644.984375,18.0,-46.0,40.0,35.43,63.93,R
22645.984375,19.0,-46.0,41.0,35.39,64.15,R
22646.984375,18.0,-46.0,41.0,35.43,64.35,R
22647.984375,18.0,-46.0,41.0,35.43,64.5,R
22648.984375,21.0,-45.0,41.0,35.43,64.65,R
22649.984375,19.0,-46.0,41.0,35.41,64.82,R
22650.984375,18.0,-46.0,41.0,35.43,64.97,R
22651.984375,21.0,-46.0,42.0,35.43,65.13,R
22652.984375,21.0,-46.0,40.0,35.41,65.27,R
22653.984375,20.0,-46.0,39.0,35.41,65.4,R
22654.984375,17.0,-47.0,40.0,35.41,65.58,R
22655.984375,17.0,-47.0,41.0,35.43,65.77,R
22656.984375,26.0,-47.0,35.0,35.43,65.93,R
22657.984375,44.0,-49.0,44.0,35.43,66.08,R
22658.984375,20.0,-45.0,43.0,35.41,66.3,R
22659.984375,27.0,-44.0,36.0,35.43,66.5,R
22660.984375,16.0,-47.0,41.0,35.41,66.7,R
22661.984375,19.0,-47.0,41.0,35.43,66.9,R
22662.984375,18.0,-47.0,40.0,35.43,67.15,R
22663.984375,18.0,-47.0,40.0,35.41,67.35,R
22664.984375,19.0,-47.0,40.0,35.43,67.52,R
22665.984375,20.0,-46.0,40.0,35.41,67.68,R
22666.984375,21.0,-46.0,39.0,35.41,67.82,R
22667.984375,19.0,-47.0,40.0,35.43,67.92,R
22668.984375,18.0,-47.0,40.0,35.43,68.1,R
22669.984375,18.0,-47.0,40.0,35.43,68.28,R
22670.984375,19.0,-46.0,40.0,35.41,68.47,R
22671.984375,20.0,-46.0,40.0,35.43,68.55,R
22672.984375,18.0,-47.0,41.0,35.43,68.7,R
22673.984375,19.0,-46.0,40.0,35.43,68.87,R
22674.984375,20.0,-46.0,40.0,35.41,69.03,W
22675.984375,19.0,-46.0,41.0,35.41,69.18,W
22676.984375,19.0,-46.0,40.0,35.43,69.32,W
22677.984375,18.0,-46.0,41.0,35.39,69.45,W
22678.984375,20.0,-46.0,40.0,35.43,69.57,W
22679.984375,19.0,-46.0,40.0,35.43,69.67,W
22680.984375,18.0,-46.0,40.0,35.43,69.75,W
22681.984375,19.0,-46.0,40.0,35.43,69.82,W
22682.984375,19.0,-46.0,41.0,35.41,69.88,W
22683.984375,19.0,-46.0,41.0,35.43,69.93,W
22684.984375,20.0,-46.0,41.0,35.43,69.98,W
22685.984375,26.0,-46.0,39.0,35.43,70.0,W
22686.984375,19.0,-46.0,40.0,35.43,70.0,W
22687.984375,19.0,-46.0,41.0,35.41,69.7,W
22688.984375,24.0,-48.0,42.0,35.41,69.38,W
22689.984375,18.0,-46.0,40.0,35.41,68.9,W
22690.984375,18.0,-47.0,41.0,35.43,68.32,W
22691.984375,18.0,-46.0,41.0,35.43,67.7,W
22692.984375,5.0,-46.0,43.0,35.41,67.4,W
22693.984375,-36.0,-36.0,29.0,35.43,67.03,W
22694.984375,-46.0,-38.0,41.0,35.41,66.67,W
22695.984375,-93.0,-32.0,94.0,35.41,66.3,W
22696.984375,47.0,-54.0,24.0,35.39,66.1,W
22697.984375,29.0,-47.0,24.0,35.39,66.2,W
22698.984375,11.0,-53.0,21.0,35.41,66.28,W
22699.984375,22.0,-47.0,38.0,35.41,66.22,W
22700.984375,23.0,-47.0,37.0,35.41,66.22,W
22701.984375,21.0,-48.0,37.0,35.39,66.17,W
22702.984375,22.0,-48.0,37.0,35.41,66.13,W
22703.984375,23.0,-47.0,37.0,35.39,66.13,W
22704.984375,23.0,-47.0,37.0,35.39,66.13,R
22705.984375,24.0,-47.0,38.0,35.41,66.13,R
22706.984375,22.0,-48.0,37.0,35.39,66.12,R
22707.984375,22.0,-47.0,37.0,35.39,66.08,R
22708.984375,22.0,-47.0,37.0,35.39,66.07,R
22709.984375,22.0,-47.0,38.0,35.41,66.03,R
22710.984375,24.0,-46.0,38.0,35.39,65.98,R
22711.984375,23.0,-47.0,37.0,35.37,65.88,R
22712.984375,22.0,-47.0,38.0,35.37,65.83,R
22713.984375,22.0,-47.0,37.0,35.37,65.82,R
22714.984375,21.0,-47.0,37.0,35.39,65.82,R
22715.984375,23.0,-46.0,38.0,35.39,65.8,R
22716.984375,22.0,-46.0,38.0,35.37,65.78,R
22717.984375,21.0,-47.0,38.0,35.34,65.82,R
22718.984375,21.0,-47.0,37.0,35.37,65.75,R
22719.984375,22.0,-47.0,38.0,35.37,65.65,R
22720.984375,22.0,-47.0,38.0,35.37,65.55,R
22721.984375,24.0,-47.0,37.0,35.39,65.45,R
22722.984375,10.0,-48.0,40.0,35.39,65.28,R
22723.984375,14.0,-48.0,36.0,35.39,65.13,R
22724.984375,24.0,-49.0,36.0,35.39,64.95,R
22725.984375,19.0,-47.0,42.0,35.37,64.67,R
22726.984375,15.0,-48.0,41.0,35.37,64.42,R
22727.984375,15.0,-47.0,40.0,35.39,64.17,R
22728.984375,19.0,-47.0,40.0,35.37,63.8,R
22729.984375,18.0,-48.0,40.0,35.34,63.43,R
22730.984375,17.0,-48.0,40.0,35.34,63.08,R
22731.984375,16.0,-48.0,40.0,35.37,62.73,R
22732.984375,17.0,-48.0,41.0,35.37,62.42,R
22733.984375,19.0,-47.0,40.0,35.34,62.1,R
22734.984375,19.0,-47.0,40.0,35.34,61.85,W
22735.984375,18.0,-47.0,40.0,35.34,61.68,W
22736.984375,17.0,-47.0,40.0,35.34,61.53,W
22737.984375,18.0,-47.0,40.0,35.34,61.38,W
22738.984375,18.0,-47.0,40.0,35.34,61.22,W
22739.984375,15.0,-46.0,39.0,35.33,61.03,W
22740.984375,16.0,-47.0,40.0,35.34,60.95,W
22741.984375,18.0,-47.0,40.0,35.33,60.88,W
22742.984375,17.0,-47.0,40.0,35.33,60.82,W
22743.984375,17.0,-46.0,41.0,35.34,60.8,W
22744.984375,18.0,-47.0,41.0,35.33,60.82,W
22745.984375,20.0,-47.0,40.0,35.34,60.92,W
22746.984375,25.0,-43.0,48.0,35.31,61.05,W
22747.984375,18.0,-46.0,40.0,35.33,61.15,W
22748.984375,-44.0,-50.0,17.0,35.33,61.23,W
22749.984375,30.0,-48.0,18.0,35.33,61.32,W
22750.984375,30.0,-45.0,35.0,35.33,61.5,W
22751.984375,30.0,-45.0,36.0,35.34,61.72,W
22752.984375,30.0,-46.0,35.0,35.34,61.62,W
22753.984375,25.0,-45.0,36.0,35.31,61.58,W
22754.984375,1.0,-42.0,44.0,35.31,61.58,W
22755.984375,22.0,-47.0,37.0,35.33,61.73,W
22756.984375,30.0,-43.0,38.0,35.31,61.73,W
22757.984375,20.0,-45.0,41.0,35.31,61.43,W
22758.984375,14.0,-44.0,46.0,35.33,61.18,W
22759.984375,15.0,-44.0,45.0,35.34,61.07,W
22760.984375,15.0,-44.0,44.0,35.33,60.92,W
22761.984375,15.0,-44.0,45.0,35.29,60.87,W
22762.984375,15.0,-44.0,44.0,35.31,60.87,W
22763.984375,16.0,-44.0,45.0,35.31,60.83,W
22764.984375,14.0,-45.0,45.0,35.33,60.82,N1
22765.984375,15.0,-44.0,44.0,35.31,60.8,N1
22766.984375,14.0,-44.0,45.0,35.33,60.83,N1
22767.984375,15.0,-44.0,44.0,35.31,60.85,N1
22768.984375,16.0,-43.0,45.0,35.29,60.85,N1
22769.984375,14.0,-44.0,45.0,35.31,60.87,N1
22770.984375,15.0,-44.0,45.0,35.31,60.92,N1
22771.984375,15.0,-44.0,45.0,35.27,61.03,N1
22772.984375,15.0,-44.0,45.0,35.29,61.12,N1
22773.984375,17.0,-43.0,46.0,35.31,61.17,N1
22774.984375,16.0,-43.0,45.0,35.27,61.18,N1
22775.984375,15.0,-44.0,45.0,35.29,61.22,N1
22776.984375,15.0,-44.0,45.0,35.29,61.25,N1
22777.984375,16.0,-43.0,45.0,35.29,61.25,N1
22778.984375,16.0,-43.0,45.0,35.29,61.3,N1
22779.984375,16.0,-44.0,45.0,35.27,61.37,N1
22780.984375,20.0,-44.0,43.0,35.27,61.43,N1
22781.984375,18.0,-43.0,44.0,35.29,61.52,N1
22782.984375,16.0,-44.0,44.0,35.27,61.62,N1
22783.984375,17.0,-44.0,44.0,35.27,61.7,N1
22784.984375,17.0,-44.0,44.0,35.29,61.83,N1
22785.984375,17.0,-43.0,44.0,35.25,62.05,N1
22786.984375,18.0,-43.0,43.0,35.25,62.22,N1
22787.984375,16.0,-43.0,44.0,35.27,62.37,N1
22788.984375,15.0,-43.0,46.0,35.27,62.55,N1
22789.984375,11.0,-37.0,51.0,35.27,62.68,N1
22790.984375,14.0,-44.0,45.0,35.27,62.7,N1
22791.984375,14.0,-44.0,46.0,35.31,62.75,N1
22792.984375,14.0,-44.0,46.0,35.29,62.77,N1
22793.984375,14.0,-43.0,45.0,35.29,62.78,N1
22794.984375,16.0,-43.0,46.0,35.27,62.82,W
22795.984375,15.0,-44.0,45.0,35.25,62.77,W
22796.984375,15.0,-44.0,45.0,35.25,62.73,W
22797.984375,16.0,-43.0,46.0,35.27,62.78,W
22798.984375,16.0,-43.0,46.0,35.25,62.87,W
22799.984375,16.0,-43.0,46.0,35.23,63.02,W
22800.984375,15.0,-44.0,44.0,35.23,63.18,W
22801.984375,16.0,-44.0,45.0,35.25,63.35,W
22802.984375,15.0,-43.0,45.0,35.25,63.5,W
22803.984375,14.0,-44.0,44.0,35.27,63.63,W
22804.984375,16.0,-44.0,45.0,35.25,63.78,W
22805.984375,16.0,-44.0,45.0,35.25,63.87,W
22806.984375,15.0,-43.0,45.0,35.23,63.95,W
22807.984375,17.0,-43.0,45.0,35.25,64.07,W
22808.984375,15.0,-44.0,45.0,35.23,64.23,W
22809.984375,16.0,-44.0,45.0,35.23,64.32,W
22810.984375,15.0,-44.0,44.0,35.23,64.17,W
22811.984375,16.0,-43.0,45.0,35.25,64.07,W
22812.984375,16.0,-43.0,46.0,35.25,64.0,W
22813.984375,15.0,-43.0,45.0,35.23,64.13,W
22814.984375,16.0,-44.0,44.0,35.23,64.23,W
22815.984375,15.0,-44.0,44.0,35.23,64.17,W
22816.984375,16.0,-43.0,45.0,35.23,64.1,W
22817.984375,18.0,-43.0,44.0,35.23,64.03,W
22818.984375,16.0,-44.0,45.0,35.23,63.92,W
22819.984375,16.0,-44.0,45.0,35.23,63.83,W
22820.984375,14.0,-43.0,45.0,35.25,63.72,W
22821.984375,15.0,-43.0,46.0,35.23,63.53,W
22822.984375,15.0,-44.0,44.0,35.21,63.32,W
22823.984375,16.0,-43.0,45.0,35.23,63.08,W
22824.984375,16.0,-43.0,45.0,35.21,62.85,W
22825.984375,16.0,-43.0,46.0,35.23,62.63,W
22826.984375,16.0,-42.0,46.0,35.23,62.4,W
22827.984375,14.0,-43.0,45.0,35.23,62.18,W
22828.984375,15.0,-44.0,44.0,35.23,61.98,W
22829.984375,17.0,-43.0,45.0,35.23,61.77,W
22830.984375,37.0,-47.0,43.0,35.23,61.53,W
22831.984375,18.0,-38.0,49.0,35.21,61.32,W
22832.984375,30.0,-45.0,38.0,35.25,61.12,W
22833.984375,21.0,-44.0,38.0,35.23,60.95,W
22834.984375,18.0,-48.0,33.0,35.21,60.83,W
22835.984375,19.0,-46.0,44.0,35.21,60.75,W
22836.984375,19.0,-42.0,42.0,35.25,60.68,W
22837.984375,23.0,-57.0,16.0,35.18,60.68,W
22838.984375,-33.0,-26.0,29.0,35.23,60.73,W
22839.984375,-11.0,-27.0,35.0,35.21,60.82,W
22840.984375,-28.0,-10.0,58.0,35.21,60.88,W
22841.984375,-19.0,-14.0,61.0,35.23,60.92,W
22842.984375,-21.0,-11.0,61.0,35.23,61.07,W
22843.984375,-23.0,-11.0,59.0,35.21,61.25,W
22844.984375,-30.0,-12.0,57.0,35.21,61.47,W
22845.984375,-23.0,-13.0,57.0,35.23,61.75,W
22846.984375,-26.0,-11.0,59.0,35.23,62.05,W
22847.984375,-27.0,-12.0,58.0,35.21,62.38,W
22848.984375,-27.0,-11.0,57.0,35.21,62.72,W
22849.984375,-27.0,-11.0,58.0,35.23,63.13,W
22850.984375,-27.0,-11.0,57.0,35.21,63.62,W
22851.984375,-27.0,-11.0,57.0,35.23,64.13,W
22852.984375,-27.0,-11.0,58.0,35.21,64.65,W
22853.984375,-27.0,-11.0,57.0,35.16,65.18,W
22854.984375,-27.0,-10.0,58.0,35.18,65.67,W
22855.984375,-27.0,-12.0,57.0,35.23,66.12,W
22856.984375,-27.0,-11.0,58.0,35.23,66.52,W
22857.984375,-27.0,-11.0,57.0,35.21,66.83,W
22858.984375,-27.0,-11.0,58.0,35.23,66.92,W
22859.984375,-27.0,-11.0,57.0,35.21,66.97,W
22860.984375,-26.0,-11.0,58.0,35.18,66.92,W
22861.984375,-27.0,-11.0,58.0,35.18,66.87,W
22862.984375,-27.0,-11.0,57.0,35.21,66.85,W
22863.984375,-26.0,-13.0,57.0,35.18,66.83,W
22864.984375,-27.0,-11.0,58.0,35.21,66.78,W
22865.984375,-27.0,-11.0,57.0,35.23,66.73,W
22866.984375,-27.0,-10.0,58.0,35.21,66.67,W
22867.984375,-27.0,-11.0,57.0,35.18,66.58,W
22868.984375,-27.0,-10.0,57.0,35.21,66.48,W
22869.984375,-28.0,-11.0,57.0,35.18,66.47,W
22870.984375,-28.0,-10.0,57.0,35.23,66.58,W
22871.984375,-28.0,-11.0,57.0,35.23,66.63,W
22872.984375,-40.0,-14.0,57.0,35.21,66.68,W
22873.984375,-2.0,-62.0,17.0,35.21,66.5,W
22874.984375,49.0,-39.0,59.0,35.25,66.33,W
22875.984375,-42.0,-26.0,44.0,35.21,66.23,W
22876.984375,-17.0,-24.0,53.0,35.23,66.23,W
22877.984375,-12.0,-24.0,62.0,35.21,66.3,W
22878.984375,-18.0,-24.0,60.0,35.23,66.4,W
22879.984375,-12.0,-24.0,57.0,35.23,66.45,W
22880.984375,-15.0,-24.0,58.0,35.18,66.52,W
22881.984375,-14.0,-24.0,59.0,35.21,66.58,W
22882.984375,-12.0,-26.0,58.0,35.21,67.07,W
22883.984375,-14.0,-25.0,58.0,35.21,67.57,W
22884.984375,-14.0,-25.0,58.0,35.23,68.07,N1
22885.984375,-13.0,-25.0,58.0,35.21,68.53,N1
22886.984375,-14.0,-24.0,58.0,35.21,69.03,N1
22887.984375,-13.0,-24.0,59.0,35.23,69.57,N1
22888.984375,-14.0,-24.0,58.0,35.23,70.05,N1
22889.984375,-13.0,-24.0,58.0,35.18,70.58,N1
22890.984375,-14.0,-24.0,59.0,35.18,71.12,N1
22891.984375,-14.0,-25.0,58.0,35.21,71.6,N1
22892.984375,-13.0,-24.0,59.0,35.21,72.13,N1
22893.984375,-13.0,-24.0,58.0,35.21,72.6,N1
22894.984375,-14.0,-24.0,58.0,35.21,72.68,N1
22895.984375,-13.0,-25.0,58.0,35.21,72.72,N1
22896.984375,-14.0,-24.0,59.0,35.21,72.73,N1
22897.984375,-12.0,-25.0,58.0,35.21,72.68,N1
22898.984375,-13.0,-25.0,59.0,35.21,72.58,N1
22899.984375,-13.0,-25.0,58.0,35.21,72.47,N1
22900.984375,-11.0,-25.0,58.0,35.23,72.38,N1
22901.984375,-17.0,-26.0,60.0,35.21,72.32,N1
22902.984375,-34.0,-26.0,51.0,35.21,72.08,N1
22903.984375,-14.0,-49.0,39.0,35.21,71.83,N1
22904.984375,-10.0,-31.0,58.0,35.18,71.55,N1
22905.984375,24.0,-49.0,31.0,35.21,71.25,N1
22906.984375,-19.0,-55.0,14.0,35.21,70.97,N1
22907.984375,8.0,-60.0,3.0,35.18,70.68,N1
22908.984375,-18.0,-30.0,50.0,35.18,70.4,N1
22909.984375,-23.0,-27.0,54.0,35.21,70.17,N1
22910.984375,-21.0,-26.0,55.0,35.21,69.95,N1
22911.984375,-22.0,-27.0,55.0,35.21,69.97,N1
22912.984375,-18.0,-26.0,57.0,35.16,69.97,N1
22913.984375,-20.0,-26.0,56.0,35.21,69.97,N1
22914.984375,-20.0,-27.0,58.0,35.18,70.02,N1
22915.984375,-20.0,-26.0,56.0,35.21,70.12,N1
22916.984375,-20.0,-26.0,56.0,35.16,70.28,N1
22917.984375,-20.0,-26.0,56.0,35.21,70.43,N1
22918.984375,-21.0,-26.0,55.0,35.18,70.82,N1
22919.984375,-20.0,-25.0,56.0,35.21,71.22,N1
22920.984375,-20.0,-26.0,56.0,35.21,71.62,N1
22921.984375,-20.0,-26.0,56.0,35.21,71.97,N1
22922.984375,-20.0,-26.0,56.0,35.18,72.32,N1
22923.984375,-20.0,-26.0,56.0,35.18,72.67,N1
22924.984375,-20.0,-25.0,56.0,35.18,73.05,N1
22925.984375,-20.0,-26.0,56.0,35.18,73.27,N1
22926.984375,-20.0,-26.0,55.0,35.21,73.55,N1
22927.984375,-20.0,-26.0,56.0,35.21,73.88,N1
22928.984375,-21.0,-26.0,55.0,35.16,74.27,N1
22929.984375,-19.0,-26.0,56.0,35.18,74.68,N1
22930.984375,-20.0,-26.0,56.0,35.16,74.98,N1
22931.984375,-20.0,-26.0,56.0,35.16,75.28,N1
22932.984375,-20.0,-26.0,56.0,35.18,75.62,N1
22933.984375,-21.0,-26.0,56.0,35.18,75.95,N1
22934.984375,-20.0,-25.0,56.0,35.18,76.25,N1
22935.984375,-20.0,-26.0,56.0,35.18,76.48,N1
22936.984375,-20.0,-26.0,56.0,35.16,76.62,N1
22937.984375,-20.0,-26.0,56.0,35.18,76.68,N1
22938.984375,-20.0,-26.0,55.0,35.18,76.8,N1
22939.984375,-20.0,-26.0,56.0,35.16,76.95,N1
22940.984375,-20.0,-26.0,56.0,35.18,77.05,N1
22941.984375,-20.0,-26.0,56.0,35.16,77.13,N1
22942.984375,-20.0,-26.0,55.0,35.18,76.82,N1
22943.984375,-20.0,-26.0,56.0,35.18,76.48,N1
22944.984375,-20.0,-25.0,57.0,35.21,76.15,W
22945.984375,-20.0,-26.0,56.0,35.16,75.87,W
22946.984375,-21.0,-26.0,56.0,35.18,75.6,W
22947.984375,-19.0,-25.0,57.0,35.21,75.32,W
22948.984375,-21.0,-26.0,55.0,35.16,75.1,W
22949.984375,-21.0,-25.0,56.0,35.18,74.85,W
22950.984375,-20.0,-26.0,56.0,35.18,74.5,W
22951.984375,-20.0,-26.0,56.0,35.18,74.17,W
22952.984375,-21.0,-26.0,55.0,35.18,73.77,W
22953.984375,-20.0,-26.0,56.0,35.21,73.53,W
22954.984375,-20.0,-26.0,56.0,35.16,73.62,W
22955.984375,-20.0,-26.0,56.0,35.18,73.77,W
22956.984375,-20.0,-26.0,56.0,35.18,73.95,W
22957.984375,-21.0,-25.0,56.0,35.21,74.13,W
22958.984375,-20.0,-26.0,55.0,35.18,74.25,W
22959.984375,-21.0,-26.0,56.0,35.18,74.38,W
22960.984375,-20.0,-25.0,56.0,35.16,74.52,W
22961.984375,-19.0,-26.0,56.0,35.18,74.77,W
22962.984375,-20.0,-25.0,56.0,35.18,75.07,W
22963.984375,-20.0,-25.0,56.0,35.16,75.32,W
22964.984375,-20.0,-25.0,56.0,35.18,75.57,W
22965.984375,-20.0,-26.0,56.0,35.21,75.78,W
22966.984375,-19.0,-26.0,56.0,35.18,76.0,W
22967.984375,-20.0,-26.0,56.0,35.16,76.18,W
22968.984375,-20.0,-26.0,56.0,35.16,76.22,W
22969.984375,-20.0,-26.0,56.0,35.21,76.17,W
22970.984375,-20.0,-26.0,56.0,35.18,76.13,W
22971.984375,-20.0,-25.0,56.0,35.16,75.8,W
22972.984375,-20.0,-25.0,56.0,35.16,75.45,W
22973.984375,-20.0,-26.0,56.0,35.15,75.07,W
22974.984375,-20.0,-26.0,56.0,35.16,74.62,N1
22975.984375,-21.0,-25.0,56.0,35.18,74.15,N1
22976.984375,-20.0,-26.0,56.0,35.18,73.65,N1
22977.984375,-20.0,-26.0,56.0,35.16,73.15,N1
22978.984375,-21.0,-25.0,56.0,35.18,72.63,N1
22979.984375,-21.0,-25.0,56.0,35.18,72.08,N1
22980.984375,-21.0,-25.0,57.0,35.18,71.55,N1
22981.984375,-21.0,-25.0,56.0,35.16,71.08,N1
22982.984375,-20.0,-26.0,56.0,35.16,70.63,N1
22983.984375,-19.0,-25.0,56.0,35.18,70.18,N1
22984.984375,-21.0,-26.0,55.0,35.16,69.72,N1
22985.984375,-20.0,-26.0,56.0,35.18,69.47,N1
22986.984375,-20.0,-26.0,56.0,35.16,69.17,N1
22987.984375,-20.0,-26.0,56.0,35.16,68.85,N1
22988.984375,-20.0,-25.0,57.0,35.16,68.48,N1
22989.984375,-21.0,-26.0,55.0,35.18,68.1,N1
22990.984375,-20.0,-26.0,55.0,35.18,67.87,N1
22991.984375,-20.0,-26.0,56.0,35.15,67.63,N1
22992.984375,-21.0,-26.0,56.0,35.18,67.37,N1
22993.984375,-20.0,-25.0,56.0,35.16,67.1,N1
22994.984375,-20.0,-25.0,57.0,35.16,66.87,N1
22995.984375,-23.0,-25.0,55.0,35.16,66.67,N1
22996.984375,0.0,-40.0,52.0,35.16,66.45,N1
22997.984375,-22.0,-26.0,56.0,35.16,66.27,N1
22998.984375,-20.0,-24.0,59.0,35.15,66.0,N1
22999.984375,-9.0,-25.0,60.0,35.16,65.75,N1
23000.984375,-20.0,-25.0,63.0,35.16,65.62,N1
23001.984375,-20.0,-25.0,57.0,35.16,65.52,N1
23002.984375,-20.0,-26.0,54.0,35.16,65.4,N1
23003.984375,-20.0,-25.0,56.0,35.16,65.28,N1
23004.984375,-20.0,-26.0,56.0,35.16,65.18,W
23005.984375,-20.0,-24.0,57.0,35.16,65.08,W
23006.984375,-20.0,-25.0,56.0,35.18,64.92,W
23007.984375,-20.0,-25.0,57.0,35.16,64.62,W
23008.984375,-20.0,-25.0,56.0,35.16,64.37,W
23009.984375,-20.0,-25.0,56.0,35.16,64.12,W
23010.984375,-19.0,-25.0,56.0,35.15,63.98,W
23011.984375,-20.0,-25.0,56.0,35.16,63.9,W
23012.984375,-19.0,-26.0,57.0,35.18,63.87,W
23013.984375,-19.0,-25.0,57.0,35.18,63.72,W
23014.984375,-20.0,-25.0,56.0,35.18,63.62,W
23015.984375,-20.0,-25.0,57.0,35.16,63.47,W
23016.984375,-20.0,-25.0,57.0,35.15,63.3,W
23017.984375,-20.0,-25.0,57.0,35.15,63.15,W
23018.984375,-19.0,-25.0,57.0,35.16,63.05,W
23019.984375,-20.0,-25.0,57.0,35.16,62.93,W
23020.984375,-19.0,-25.0,57.0,35.15,62.82,W
23021.984375,-20.0,-25.0,57.0,35.18,62.58,W
23022.984375,-20.0,-25.0,57.0,35.16,62.33,W
23023.984375,-20.0,-25.0,57.0,35.18,62.15,W
23024.984375,-19.0,-26.0,55.0,35.15,61.95,W
23025.984375,-21.0,-24.0,65.0,35.16,61.75,W
23026.984375,37.0,-49.0,18.0,35.15,61.53,W
23027.984375,22.0,-17.0,53.0,35.15,61.32,W
23028.984375,51.0,-23.0,37.0,35.16,61.18,W
23029.984375,38.0,-14.0,43.0,35.15,61.05,W
23030.984375,-34.0,-31.0,39.0,35.16,60.88,W
23031.984375,-33.0,-23.0,49.0,35.16,60.73,W
23032.984375,-38.0,-22.0,49.0,35.16,61.15,W
23033.984375,-28.0,-25.0,55.0,35.15,61.55,W
23034.984375,-25.0,-27.0,54.0,35.15,61.97,W
23035.984375,-24.0,-28.0,54.0,35.15,62.35,W
23036.984375,-24.0,-27.0,53.0,35.15,62.7,W
23037.984375,-25.0,-27.0,53.0,35.18,63.08,W
23038.984375,-25.0,-27.0,53.0,35.15,63.47,W
23039.984375,-24.0,-27.0,53.0,35.15,63.87,W
23040.984375,-25.0,-28.0,54.0,35.16,64.15,W
23041.984375,-24.0,-28.0,53.0,35.15,64.43,W
23042.984375,-25.0,-27.0,54.0,35.15,64.7,W
23043.984375,-25.0,-27.0,53.0,35.15,65.03,W
23044.984375,-25.0,-27.0,53.0,35.15,65.33,W
23045.984375,-25.0,-27.0,53.0,35.15,65.57,W
23046.984375,-25.0,-27.0,53.0,35.15,65.78,W
23047.984375,-24.0,-27.0,54.0,35.15,65.98,W
23048.984375,-25.0,-27.0,53.0,35.15,66.18,W
23049.984375,-25.0,-27.0,53.0,35.16,66.38,W
23050.984375,-25.0,-27.0,53.0,35.15,66.55,W
23051.984375,-25.0,-27.0,54.0,35.15,66.7,W
23052.984375,-26.0,-27.0,52.0,35.15,66.85,W
23053.984375,-25.0,-27.0,53.0,35.15,67.0,W
23054.984375,-25.0,-27.0,53.0,35.13,67.15,W
23055.984375,-24.0,-27.0,54.0,35.15,67.27,W
23056.984375,-25.0,-27.0,54.0,35.15,67.4,W
23057.984375,-26.0,-27.0,53.0,35.15,67.52,W
23058.984375,-25.0,-27.0,53.0,35.13,67.65,W
23059.984375,-24.0,-27.0,53.0,35.15,67.8,W
23060.984375,-24.0,-27.0,54.0,35.15,67.88,W
23061.984375,-25.0,-26.0,53.0,35.16,67.95,W
23062.984375,-25.0,-27.0,54.0,35.13,68.03,W
23063.984375,-25.0,-27.0,53.0,35.13,68.13,W
23064.984375,-27.0,-22.0,54.0,35.15,68.22,N2
23065.984375,-24.0,-27.0,54.0,35.15,68.28,N2
23066.984375,-23.0,-27.0,54.0,35.15,68.35,N2
23067.984375,-24.0,-28.0,54.0,35.13,68.53,N2
23068.984375,-23.0,-27.0,54.0,35.13,68.67,N2
23069.984375,-24.0,-27.0,54.0,35.11,68.8,N2
23070.984375,-24.0,-27.0,54.0,35.13,68.95,N2
23071.984375,-24.0,-27.0,54.0,35.13,69.07,N2
